Year,Month,Gender,LNC_by_Age,Value_Legal_Name_Change
2002,August,F,30-34,15
2002,August,F,35-39,7
2002,August,F,40-44,9
2002,August,F,45-49,10
2002,August,F,50-54,3
2002,August,F,55-59,6
2002,August,F,60-64,1
2002,August,F,65-69,3
2002,August,F,70-74,0
2002,August,F,75+,0
2002,August,F,Total,137
2002,August,T,0-4,33
2002,August,T,9-May,38
2002,August,T,14-Oct,22
2002,August,T,15-19,35
2002,August,T,20-24,19
2002,August,T,25-29,22
2002,August,T,30-34,25
2002,August,T,35-39,16
2002,August,T,40-44,15
2002,August,T,45-49,12
2002,August,T,50-54,6
2002,August,T,55-59,8
2002,August,T,60-64,4
2002,August,T,65-69,3
2002,August,T,70-74,0
2002,August,T,75+,0
2002,August,T,Total,258
2002,September,M,0-4,7
2002,September,M,9-May,20
2002,September,M,14-Oct,7
2002,September,M,15-19,13
2002,September,M,20-24,11
2002,September,M,25-29,6
2002,September,M,30-34,9
2002,September,M,35-39,4
2002,September,M,40-44,4
2002,September,M,45-49,4
2002,September,M,50-54,3
2002,September,M,55-59,1
2002,September,M,60-64,1
2002,September,M,65-69,1
2002,September,M,70-74,1
2002,September,M,75+,2
2002,September,M,Total,94
2002,September,F,0-4,17
2002,September,F,9-May,18
2002,September,F,14-Oct,7
2002,September,F,15-19,10
2002,September,F,20-24,10
2002,September,F,25-29,10
2002,September,F,30-34,7
2002,September,F,35-39,7
2002,September,F,40-44,4
2002,September,F,45-49,3
2002,September,F,50-54,7
2002,September,F,55-59,0
2002,September,F,60-64,2
2002,September,F,65-69,1
2002,September,F,70-74,2
2002,September,F,75+,2
2002,September,F,Total,107
2002,September,T,0-4,24
2002,September,T,9-May,38
2002,September,T,14-Oct,14
2002,September,T,15-19,23
2002,September,T,20-24,21
2002,September,T,25-29,16
2002,September,T,30-34,16
2002,September,T,35-39,11
2002,September,T,40-44,8
2002,September,T,45-49,7
2002,September,T,50-54,10
2002,September,T,55-59,1
2002,September,T,60-64,3
2002,September,T,65-69,2
2002,September,T,70-74,3
2002,September,T,75+,4
2002,September,T,Total,201
2002,October,M,0-4,14
2002,October,M,9-May,8
2002,October,M,14-Oct,9
2002,October,M,15-19,9
2002,October,M,20-24,8
2002,October,M,25-29,12
2002,October,M,30-34,10
2002,October,M,35-39,4
2002,October,M,40-44,1
2002,October,M,45-49,2
2002,October,M,50-54,3
2002,October,M,55-59,3
2002,October,M,60-64,1
2002,October,M,65-69,1
2002,October,M,70-74,1
2002,October,M,75+,0
2002,October,M,Total,86
2002,October,F,0-4,13
2002,October,F,9-May,10
2002,October,F,14-Oct,10
2002,October,F,15-19,8
2002,October,F,20-24,8
2002,October,F,25-29,11
2002,October,F,30-34,9
2002,October,F,35-39,1
2002,October,F,40-44,3
2002,October,F,45-49,4
2002,October,F,50-54,2
2002,October,F,55-59,3
2002,October,F,60-64,1
2002,October,F,65-69,1
2002,October,F,70-74,0
2002,October,F,75+,1
2002,October,F,Total,85
2002,October,T,0-4,27
2002,October,T,9-May,18
2002,October,T,14-Oct,19
2002,October,T,15-19,17
2002,October,T,20-24,16
2002,October,T,25-29,23
2002,October,T,30-34,19
2002,October,T,35-39,5
2002,October,T,40-44,4
2002,October,T,45-49,6
2002,October,T,50-54,5
2002,October,T,55-59,6
2002,October,T,60-64,2
2002,October,T,65-69,2
2002,October,T,70-74,1
2002,October,T,75+,1
2002,October,T,Total,171
2002,November,M,0-4,25
2002,November,M,9-May,23
2002,November,M,14-Oct,20
2002,November,M,15-19,20
2002,November,M,20-24,14
2002,November,M,25-29,13
2002,November,M,30-34,12
2002,November,M,35-39,9
2002,November,M,40-44,5
2002,November,M,45-49,8
2002,November,M,50-54,3
2002,November,M,55-59,1
2002,November,M,60-64,3
2002,November,M,65-69,1
2002,November,M,70-74,0
2002,November,M,75+,2
2002,November,M,Total,159
2002,November,F,0-4,19
2002,November,F,9-May,24
2002,November,F,14-Oct,12
2002,November,F,15-19,20
2002,November,F,20-24,8
2002,November,F,25-29,4
2002,November,F,30-34,15
2002,November,F,35-39,3
2002,November,F,40-44,9
2002,November,F,45-49,5
2002,November,F,50-54,8
2002,November,F,55-59,4
2002,November,F,60-64,1
2002,November,F,65-69,1
2002,November,F,70-74,0
2002,November,F,75+,1
2002,November,F,Total,134
2002,November,T,0-4,44
2002,November,T,9-May,47
2002,November,T,14-Oct,32
2002,November,T,15-19,40
2002,November,T,20-24,22
2002,November,T,25-29,17
2002,November,T,30-34,27
2002,November,T,35-39,12
2002,November,T,40-44,14
2002,November,T,45-49,13
2002,November,T,50-54,11
2002,November,T,55-59,5
2002,November,T,60-64,4
2002,November,T,65-69,2
2002,November,T,70-74,0
2002,November,T,75+,3
2002,November,T,Total,293
2002,December,M,0-4,13
2002,December,M,9-May,14
2002,December,M,14-Oct,7
2002,December,M,15-19,19
2002,December,M,20-24,8
2002,December,M,25-29,8
2002,December,M,30-34,7
2002,December,M,35-39,5
2002,December,M,40-44,9
2002,December,M,45-49,7
2002,December,M,50-54,0
2002,December,M,55-59,2
2002,December,M,60-64,2
2002,December,M,65-69,3
2002,December,M,70-74,1
2002,December,M,75+,1
2002,December,M,Total,106
2002,December,F,0-4,17
2002,December,F,9-May,12
2002,December,F,14-Oct,6
2002,December,F,15-19,13
2002,December,F,20-24,6
2002,December,F,25-29,7
2002,December,F,30-34,3
2002,December,F,35-39,10
2002,December,F,40-44,5
2002,December,F,45-49,4
2002,December,F,50-54,3
2002,December,F,55-59,1
2002,December,F,60-64,1
2002,December,F,65-69,0
2002,December,F,70-74,0
2002,December,F,75+,0
2002,December,F,Total,88
2002,December,T,0-4,30
2002,December,T,9-May,26
2002,December,T,14-Oct,13
2002,December,T,15-19,32
2002,December,T,20-24,14
2002,December,T,25-29,15
2002,December,T,30-34,10
2002,December,T,35-39,15
2002,December,T,40-44,14
2002,December,T,45-49,11
2002,December,T,50-54,3
2002,December,T,55-59,3
2002,December,T,60-64,3
2002,December,T,65-69,3
2002,December,T,70-74,1
2002,December,T,75+,1
2002,December,T,Total,194
2002,Total,M,0-4,175
2002,Total,M,9-May,166
2002,Total,M,14-Oct,126
2002,Total,M,15-19,174
2002,Total,M,20-24,147
2002,Total,M,25-29,124
2002,Total,M,30-34,118
2002,Total,M,35-39,89
2002,Total,M,40-44,56
2002,Total,M,45-49,52
2002,Total,M,50-54,33
2002,Total,M,55-59,30
2002,Total,M,60-64,26
2002,Total,M,65-69,14
2002,Total,M,70-74,5
2002,Total,M,75+,7
2002,Total,M,Total,1342
2002,Total,F,0-4,193
2002,Total,F,9-May,177
2002,Total,F,14-Oct,128
2002,Total,F,15-19,170
2002,Total,F,20-24,107
2002,Total,F,25-29,105
2002,Total,F,30-34,102
2002,Total,F,35-39,73
2002,Total,F,40-44,76
2002,Total,F,45-49,67
2002,Total,F,50-54,42
2002,Total,F,55-59,35
2002,Total,F,60-64,16
2002,Total,F,65-69,7
2002,Total,F,70-74,4
2002,Total,F,75+,6
2002,Total,F,Total,1308
2002,Total,T,0-4,368
2002,Total,T,9-May,343
2002,Total,T,14-Oct,254
2002,Total,T,15-19,344
2002,Total,T,20-24,254
2002,Total,T,25-29,229
2002,Total,T,30-34,220
2002,Total,T,35-39,162
2002,Total,T,40-44,132
2002,Total,T,45-49,119
2002,Total,T,50-54,75
2002,Total,T,55-59,65
2002,Total,T,60-64,42
2002,Total,T,65-69,21
2002,Total,T,70-74,9
2002,Total,T,75+,13
2002,Total,T,Total,2650
2003,January,M,0-4,13
2003,January,M,9-May,10
2003,January,M,14-Oct,9
2003,January,M,15-19,21
2003,January,M,20-24,12
2003,January,M,25-29,12
2003,January,M,30-34,8
2003,January,M,35-39,8
2003,January,M,40-44,10
2003,January,M,45-49,6
2003,January,M,50-54,9
2003,January,M,55-59,1
2003,January,M,60-64,3
2003,January,M,65-69,3
2003,January,M,70-74,0
2003,January,M,75+,1
2003,January,M,Total,126
2003,January,F,0-4,9
2003,January,F,9-May,8
2003,January,F,14-Oct,18
2003,January,F,15-19,13
2003,January,F,20-24,9
2003,January,F,25-29,13
2003,January,F,30-34,8
2003,January,F,35-39,7
2003,January,F,40-44,4
2003,January,F,45-49,7
2003,January,F,50-54,1
2003,January,F,55-59,3
2003,January,F,60-64,2
2003,January,F,65-69,0
2003,January,F,70-74,0
2003,January,F,75+,1
2003,January,F,Total,103
2003,January,T,0-4,22
2003,January,T,9-May,18
2003,January,T,14-Oct,27
2003,January,T,15-19,34
2003,January,T,20-24,21
2003,January,T,25-29,25
2003,January,T,30-34,16
2003,January,T,35-39,15
2003,January,T,40-44,14
2003,January,T,45-49,13
2003,January,T,50-54,10
2003,January,T,55-59,4
2003,January,T,60-64,5
2003,January,T,65-69,3
2003,January,T,70-74,0
2003,January,T,75+,2
2003,January,T,Total,229
2003,February,M,0-4,13
2003,February,M,9-May,10
2003,February,M,14-Oct,14
2003,February,M,15-19,11
2003,February,M,20-24,11
2003,February,M,25-29,10
2003,February,M,30-34,11
2003,February,M,35-39,3
2003,February,M,40-44,8
2003,February,M,45-49,3
2003,February,M,50-54,5
2003,February,M,55-59,3
2003,February,M,60-64,2
2003,February,M,65-69,1
2003,February,M,70-74,1
2003,February,M,75+,1
2003,February,M,Total,107
2003,February,F,0-4,24
2003,February,F,9-May,9
2003,February,F,14-Oct,13
2003,February,F,15-19,7
2003,February,F,20-24,9
2003,February,F,25-29,9
2003,February,F,30-34,6
2003,February,F,35-39,7
2003,February,F,40-44,3
2003,February,F,45-49,4
2003,February,F,50-54,1
2003,February,F,55-59,5
2003,February,F,60-64,0
2003,February,F,65-69,1
2003,February,F,70-74,0
2003,February,F,75+,1
2003,February,F,Total,99
2003,February,T,0-4,37
2003,February,T,9-May,19
2003,February,T,14-Oct,27
2003,February,T,15-19,18
2003,February,T,20-24,20
2003,February,T,25-29,19
2003,February,T,30-34,17
2003,February,T,35-39,10
2003,February,T,40-44,11
2003,February,T,45-49,7
2003,February,T,50-54,6
2003,February,T,55-59,8
2003,February,T,60-64,2
2003,February,T,65-69,2
2003,February,T,70-74,1
2003,February,T,75+,2
2003,February,T,Total,206
2003,March,M,0-4,25
2003,March,M,9-May,13
2003,March,M,14-Oct,9
2003,March,M,15-19,17
2003,March,M,20-24,15
2003,March,M,25-29,11
2003,March,M,30-34,9
2003,March,M,35-39,9
2003,March,M,40-44,7
2003,March,M,45-49,4
2003,March,M,50-54,3
2003,March,M,55-59,3
2003,March,M,60-64,4
2003,March,M,65-69,1
2003,March,M,70-74,2
2003,March,M,75+,2
2003,March,M,Total,134
2003,March,F,0-4,14
2003,March,F,9-May,19
2003,March,F,14-Oct,13
2003,March,F,15-19,10
2003,March,F,20-24,10
2003,March,F,25-29,9
2003,March,F,30-34,2
2003,March,F,35-39,5
2003,March,F,40-44,7
2003,March,F,45-49,5
2003,March,F,50-54,4
2003,March,F,55-59,2
2003,March,F,60-64,3
2003,March,F,65-69,1
2003,March,F,70-74,0
2003,March,F,75+,1
2003,March,F,Total,105
2003,March,T,0-4,39
2003,March,T,9-May,32
2003,March,T,14-Oct,22
2003,March,T,15-19,27
2003,March,T,20-24,25
2003,March,T,25-29,20
2003,March,T,30-34,11
2003,March,T,35-39,14
2003,March,T,40-44,14
2003,March,T,45-49,9
2003,March,T,50-54,7
2003,March,T,55-59,5
2003,March,T,60-64,7
2003,March,T,65-69,2
2003,March,T,70-74,2
2003,March,T,75+,3
2003,March,T,Total,239
2003,April,M,0-4,16
2003,April,M,9-May,14
2003,April,M,14-Oct,12
2003,April,M,15-19,13
2003,April,M,20-24,8
2003,April,M,25-29,13
2003,April,M,30-34,8
2003,April,M,35-39,10
2003,April,M,40-44,10
2003,April,M,45-49,2
2003,April,M,50-54,3
2003,April,M,55-59,2
2003,April,M,60-64,1
2003,April,M,65-69,1
2003,April,M,70-74,0
2003,April,M,75+,2
2003,April,M,Total,115
2003,April,F,0-4,21
2003,April,F,9-May,7
2003,April,F,14-Oct,10
2003,April,F,15-19,8
2003,April,F,20-24,13
2003,April,F,25-29,20
2003,April,F,30-34,10
2003,April,F,35-39,9
2003,April,F,40-44,12
2003,April,F,45-49,5
2003,April,F,50-54,3
2003,April,F,55-59,3
2003,April,F,60-64,1
2003,April,F,65-69,0
2003,April,F,70-74,1
2003,April,F,75+,0
2003,April,F,Total,123
2003,April,T,0-4,37
2003,April,T,9-May,21
2003,April,T,14-Oct,22
2003,April,T,15-19,21
2003,April,T,20-24,21
2003,April,T,25-29,33
2003,April,T,30-34,18
2003,April,T,35-39,19
2003,April,T,40-44,22
2003,April,T,45-49,7
2003,April,T,50-54,6
2003,April,T,55-59,5
2003,April,T,60-64,2
2003,April,T,65-69,1
2003,April,T,70-74,1
2003,April,T,75+,2
2003,April,T,Total,238
2003,May,M,0-4,17
2003,May,M,9-May,13
2003,May,M,14-Oct,20
2003,May,M,15-19,19
2003,May,M,20-24,5
2003,May,M,25-29,19
2003,May,M,30-34,13
2003,May,M,35-39,5
2003,May,M,40-44,6
2003,May,M,45-49,5
2003,May,M,50-54,4
2003,May,M,55-59,3
2003,May,M,60-64,0
2003,May,M,65-69,1
2003,May,M,70-74,0
2003,May,M,75+,0
2003,May,M,Total,130
2003,May,F,0-4,16
2003,May,F,9-May,21
2003,May,F,14-Oct,13
2003,May,F,15-19,14
2003,May,F,20-24,15
2003,May,F,25-29,4
2003,May,F,30-34,11
2003,May,F,35-39,9
2003,May,F,40-44,8
2003,May,F,45-49,5
2003,May,F,50-54,5
2003,May,F,55-59,3
2003,May,F,60-64,1
2003,May,F,65-69,1
2003,May,F,70-74,1
2003,May,F,75+,2
2003,May,F,Total,129
2003,May,T,0-4,33
2003,May,T,9-May,34
2003,May,T,14-Oct,33
2003,May,T,15-19,33
2003,May,T,20-24,20
2003,May,T,25-29,23
2003,May,T,30-34,24
2003,May,T,35-39,14
2003,May,T,40-44,14
2003,May,T,45-49,10
2003,May,T,50-54,9
2003,May,T,55-59,6
2003,May,T,60-64,1
2003,May,T,65-69,2
2003,May,T,70-74,1
2003,May,T,75+,2
2003,May,T,Total,259
2003,June,M,0-4,21
2003,June,M,9-May,14
2003,June,M,14-Oct,16
2003,June,M,15-19,26
2003,June,M,20-24,14
2003,June,M,25-29,15
2003,June,M,30-34,9
2003,June,M,35-39,7
2003,June,M,40-44,6
2003,June,M,45-49,4
2003,June,M,50-54,2
2003,June,M,55-59,2
2003,June,M,60-64,5
2003,June,M,65-69,0
2003,June,M,70-74,2
2003,June,M,75+,1
2003,June,M,Total,144
2003,June,F,0-4,14
2003,June,F,9-May,16
2003,June,F,14-Oct,10
2003,June,F,15-19,8
2003,June,F,20-24,16
2003,June,F,25-29,9
2003,June,F,30-34,11
2003,June,F,35-39,7
2003,June,F,40-44,8
2003,June,F,45-49,6
2003,June,F,50-54,4
2003,June,F,55-59,4
2003,June,F,60-64,1
2003,June,F,65-69,0
2003,June,F,70-74,0
2003,June,F,75+,1
2003,June,F,Total,115
2003,June,T,0-4,35
2003,June,T,9-May,30
2003,June,T,14-Oct,26
2003,June,T,15-19,34
2003,June,T,20-24,30
2003,June,T,25-29,24
2003,June,T,30-34,20
2003,June,T,35-39,14
2003,June,T,40-44,14
2003,June,T,45-49,10
2003,June,T,50-54,6
2003,June,T,55-59,6
2003,June,T,60-64,6
2003,June,T,65-69,0
2003,June,T,70-74,2
2003,June,T,75+,2
2003,June,T,Total,259
2003,July,M,0-4,19
2003,July,M,9-May,13
2003,July,M,14-Oct,17
2003,July,M,15-19,17
2003,July,M,20-24,10
2003,July,M,25-29,7
2003,July,M,30-34,7
2003,July,M,35-39,7
2003,July,M,40-44,10
2003,July,M,45-49,3
2003,July,M,50-54,3
2003,July,M,55-59,4
2003,July,M,60-64,2
2003,July,M,65-69,0
2003,July,M,70-74,0
2003,July,M,75+,0
2003,July,M,Total,119
2003,July,F,0-4,12
2003,July,F,9-May,15
2003,July,F,14-Oct,18
2003,July,F,15-19,9
2003,July,F,20-24,12
2003,July,F,25-29,6
2003,July,F,30-34,14
2003,July,F,35-39,10
2003,July,F,40-44,8
2003,July,F,45-49,6
2003,July,F,50-54,7
2003,July,F,55-59,2
2003,July,F,60-64,1
2003,July,F,65-69,0
2003,July,F,70-74,0
2003,July,F,75+,1
2003,July,F,Total,121
2003,July,T,0-4,31
2003,July,T,9-May,28
2003,July,T,14-Oct,35
2003,July,T,15-19,26
2003,July,T,20-24,22
2003,July,T,25-29,13
2003,July,T,30-34,21
2003,July,T,35-39,17
2003,July,T,40-44,18
2003,July,T,45-49,9
2003,July,T,50-54,10
2003,July,T,55-59,6
2003,July,T,60-64,3
2003,July,T,65-69,0
2003,July,T,70-74,0
2003,July,T,75+,1
2003,July,T,Total,240
2003,August,M,0-4,11
2003,August,M,9-May,14
2003,August,M,14-Oct,17
2003,August,M,15-19,9
2003,August,M,20-24,13
2003,August,M,25-29,11
2003,August,M,30-34,6
2003,August,M,35-39,4
2003,August,M,40-44,5
2003,August,M,45-49,3
2003,August,M,50-54,2
2003,August,M,55-59,1
2003,August,M,60-64,2
2003,August,M,65-69,0
2003,August,M,70-74,2
2003,August,M,75+,1
2003,August,M,Total,101
2003,August,F,0-4,19
2003,August,F,9-May,7
2003,August,F,14-Oct,9
2003,August,F,15-19,7
2003,August,F,20-24,13
2003,August,F,25-29,13
2003,August,F,30-34,5
2003,August,F,35-39,9
2003,August,F,40-44,4
2003,August,F,45-49,5
2003,August,F,50-54,5
2003,August,F,55-59,1
2003,August,F,60-64,0
2003,August,F,65-69,1
2003,August,F,70-74,0
2003,August,F,75+,0
2003,August,F,Total,98
2003,August,T,0-4,30
2003,August,T,9-May,21
2003,August,T,14-Oct,26
2003,August,T,15-19,16
2003,August,T,20-24,26
2003,August,T,25-29,24
2003,August,T,30-34,11
2003,August,T,35-39,13
2003,August,T,40-44,9
2003,August,T,45-49,8
2003,August,T,50-54,7
2003,August,T,55-59,2
2003,August,T,60-64,2
2003,August,T,65-69,1
2003,August,T,70-74,2
2003,August,T,75+,1
2003,August,T,Total,199
2003,September,M,0-4,21
2003,September,M,9-May,20
2003,September,M,14-Oct,12
2003,September,M,15-19,16
2003,September,M,20-24,14
2003,September,M,25-29,15
2003,September,M,30-34,11
2003,September,M,35-39,8
2003,September,M,40-44,6
2003,September,M,45-49,5
2003,September,M,50-54,1
2003,September,M,55-59,3
2003,September,M,60-64,2
2003,September,M,65-69,0
2003,September,M,70-74,0
2003,September,M,75+,0
2003,September,M,Total,134
2003,September,F,0-4,15
2003,September,F,9-May,21
2003,September,F,14-Oct,14
2003,September,F,15-19,11
2003,September,F,20-24,16
2003,September,F,25-29,10
2003,September,F,30-34,11
2003,September,F,35-39,10
2003,September,F,40-44,3
2003,September,F,45-49,4
2003,September,F,50-54,6
2003,September,F,55-59,4
2003,September,F,60-64,3
2003,September,F,65-69,4
2003,September,F,70-74,1
2003,September,F,75+,1
2003,September,F,Total,134
2003,September,T,0-4,36
2003,September,T,9-May,41
2003,September,T,14-Oct,26
2003,September,T,15-19,27
2003,September,T,20-24,30
2003,September,T,25-29,25
2003,September,T,30-34,22
2003,September,T,35-39,18
2003,September,T,40-44,9
2003,September,T,45-49,9
2003,September,T,50-54,7
2003,September,T,55-59,7
2003,September,T,60-64,5
2003,September,T,65-69,4
2003,September,T,70-74,1
2003,September,T,75+,1
2003,September,T,Total,268
2003,October,M,0-4,20
2003,October,M,9-May,16
2003,October,M,14-Oct,17
2003,October,M,15-19,16
2003,October,M,20-24,13
2003,October,M,25-29,10
2003,October,M,30-34,10
2003,October,M,35-39,9
2003,October,M,40-44,7
2003,October,M,45-49,1
2003,October,M,50-54,2
2003,October,M,55-59,3
2003,October,M,60-64,1
2003,October,M,65-69,2
2003,October,M,70-74,0
2003,October,M,75+,2
2003,October,M,Total,129
2003,October,F,0-4,11
2003,October,F,9-May,20
2003,October,F,14-Oct,13
2003,October,F,15-19,11
2003,October,F,20-24,16
2003,October,F,25-29,10
2003,October,F,30-34,9
2003,October,F,35-39,7
2003,October,F,40-44,7
2003,October,F,45-49,7
2003,October,F,50-54,6
2003,October,F,55-59,0
2003,October,F,60-64,2
2003,October,F,65-69,1
2003,October,F,70-74,1
2003,October,F,75+,0
2003,October,F,Total,121
2003,October,T,0-4,31
2003,October,T,9-May,36
2003,October,T,14-Oct,30
2003,October,T,15-19,27
2003,October,T,20-24,29
2003,October,T,25-29,20
2003,October,T,30-34,19
2003,October,T,35-39,16
2003,October,T,40-44,14
2003,October,T,45-49,8
2003,October,T,50-54,8
2003,October,T,55-59,3
2003,October,T,60-64,3
2003,October,T,65-69,3
2003,October,T,70-74,1
2003,October,T,75+,2
2003,October,T,Total,250
2003,November,M,0-4,15
2003,November,M,9-May,14
2003,November,M,14-Oct,13
2003,November,M,15-19,9
2003,November,M,20-24,7
2003,November,M,25-29,7
2003,November,M,30-34,4
2003,November,M,35-39,9
2003,November,M,40-44,9
2003,November,M,45-49,5
2003,November,M,50-54,2
2003,November,M,55-59,4
2003,November,M,60-64,3
2003,November,M,65-69,3
2003,November,M,70-74,0
2003,November,M,75+,0
2003,November,M,Total,104
2003,November,F,0-4,14
2003,November,F,9-May,18
2003,November,F,14-Oct,8
2003,November,F,15-19,8
2003,November,F,20-24,5
2003,November,F,25-29,6
2003,November,F,30-34,7
2003,November,F,35-39,4
2003,November,F,40-44,6
2003,November,F,45-49,2
2003,November,F,50-54,6
2003,November,F,55-59,0
2003,November,F,60-64,2
2003,November,F,65-69,2
2003,November,F,70-74,1
2003,November,F,75+,0
2003,November,F,Total,89
2003,November,T,0-4,29
2003,November,T,9-May,32
2003,November,T,14-Oct,21
2003,November,T,15-19,17
2003,November,T,20-24,12
2003,November,T,25-29,13
2003,November,T,30-34,11
2003,November,T,35-39,13
2003,November,T,40-44,15
2003,November,T,45-49,7
2003,November,T,50-54,8
2003,November,T,55-59,4
2003,November,T,60-64,5
2003,November,T,65-69,5
2003,November,T,70-74,1
2003,November,T,75+,0
2003,November,T,Total,193
2003,December,M,0-4,12
2003,December,M,9-May,12
2003,December,M,14-Oct,25
2003,December,M,15-19,17
2003,December,M,20-24,12
2003,December,M,25-29,22
2003,December,M,30-34,12
2003,December,M,35-39,9
2003,December,M,40-44,8
2003,December,M,45-49,9
2003,December,M,50-54,8
2003,December,M,55-59,3
2003,December,M,60-64,2
2003,December,M,65-69,2
2003,December,M,70-74,1
2003,December,M,75+,0
2003,December,M,Total,154
2003,December,F,0-4,32
2003,December,F,9-May,10
2003,December,F,14-Oct,15
2003,December,F,15-19,11
2003,December,F,20-24,11
2003,December,F,25-29,17
2003,December,F,30-34,14
2003,December,F,35-39,9
2003,December,F,40-44,8
2003,December,F,45-49,9
2003,December,F,50-54,6
2003,December,F,55-59,9
2003,December,F,60-64,5
2003,December,F,65-69,0
2003,December,F,70-74,3
2003,December,F,75+,2
2003,December,F,Total,161
2003,December,T,0-4,44
2003,December,T,9-May,22
2003,December,T,14-Oct,40
2003,December,T,15-19,28
2003,December,T,20-24,23
2003,December,T,25-29,39
2003,December,T,30-34,26
2003,December,T,35-39,18
2003,December,T,40-44,16
2003,December,T,45-49,18
2003,December,T,50-54,14
2003,December,T,55-59,12
2003,December,T,60-64,7
2003,December,T,65-69,2
2003,December,T,70-74,4
2003,December,T,75+,2
2003,December,T,Total,315
2003,Total,M,0-4,203
2003,Total,M,9-May,163
2003,Total,M,14-Oct,181
2003,Total,M,15-19,191
2003,Total,M,20-24,134
2003,Total,M,25-29,152
2003,Total,M,30-34,108
2003,Total,M,35-39,88
2003,Total,M,40-44,92
2003,Total,M,45-49,50
2003,Total,M,50-54,44
2003,Total,M,55-59,32
2003,Total,M,60-64,27
2003,Total,M,65-69,14
2003,Total,M,70-74,8
2003,Total,M,75+,10
2003,Total,M,Total,1497
2003,Total,F,0-4,201
2003,Total,F,9-May,171
2003,Total,F,14-Oct,154
2003,Total,F,15-19,117
2003,Total,F,20-24,145
2003,Total,F,25-29,126
2003,Total,F,30-34,108
2003,Total,F,35-39,93
2003,Total,F,40-44,78
2003,Total,F,45-49,65
2003,Total,F,50-54,54
2003,Total,F,55-59,36
2003,Total,F,60-64,21
2003,Total,F,65-69,11
2003,Total,F,70-74,8
2003,Total,F,75+,10
2003,Total,F,Total,1398
2003,Total,T,0-4,404
2003,Total,T,9-May,334
2003,Total,T,14-Oct,335
2003,Total,T,15-19,308
2003,Total,T,20-24,279
2003,Total,T,25-29,278
2003,Total,T,30-34,216
2003,Total,T,35-39,181
2003,Total,T,40-44,170
2003,Total,T,45-49,115
2003,Total,T,50-54,98
2003,Total,T,55-59,68
2003,Total,T,60-64,48
2003,Total,T,65-69,25
2003,Total,T,70-74,16
2003,Total,T,75+,20
2003,Total,T,Total,2895
2004,January,M,0-4,11
2004,January,M,9-May,14
2004,January,M,14-Oct,9
2004,January,M,15-19,3
2004,January,M,20-24,5
2004,January,M,25-29,4
2004,January,M,30-34,4
2004,January,M,35-39,7
2004,January,M,40-44,7
2004,January,M,45-49,3
2004,January,M,50-54,2
2004,January,M,55-59,3
2004,January,M,60-64,1
2004,January,M,65-69,2
